MenuID,RestaurantID,ItemName,Category,Price
M982,R218,Mango Shake,Beverages,220
M983,R218,Ice Cream,Desserts,110
M984,R218,Brownie,Desserts,240
M985,R218,Vanilla Cake,Cakes,300
M986,R218,Gulab Jamun,Desserts,160
M987,R218,Cold Coffee,Beverages,220
M988,R219,Bean Burrito,Burritos,300
M989,R219,Chicken Burrito,Burritos,280
M990,R219,French Fries,Sides,120
M991,R219,Crispy Tacos,Tacos,320
M992,R219,Soft Tacos,Tacos,220
M993,R219,Chicken Tacos,Tacos,250
M994,R219,Chicken Tacos,Tacos,320
M995,R219,Soft Tacos,Tacos,190
M996,R220,Bean Burrito,Burritos,320
M997,R220,Bean Burrito,Burritos,300
M998,R220,Garlic Bread,Sides,190
M999,R220,Soft Tacos,Tacos,300
M1000,R220,Cheese Burrito,Burritos,240
M1001,R221,Chicken Burger,Burger,340
M1002,R221,Chicken Burger,Burger,260
M1003,R221,Veggie Burger,Burger,250
M1004,R221,Cheese Burger,Burger,360
M1005,R221,Veggie Burger,Burger,170
M1006,R221,Potato Wedges,Sides,80
M1007,R222,Pasta Salad,Salads,180
M1008,R222,Chicken Wings,Starters,170
M1009,R222,Spring Rolls,Starters,210
M1010,R222,Green Tossed Salad,Salads,180
M1011,R223,Spring Rolls,Starters,160
M1012,R223,Chilli Potato,Starters,140
M1013,R223,Paneer Tikka,Starters,160
M1014,R223,Chilli Potato,Starters,210
M1015,R224,Veg Tacos,Tacos,380
M1016,R224,Cheese Burrito,Burritos,220
M1017,R224,Bean Burrito,Burritos,210
M1018,R224,French Fries,Sides,140
M1019,R224,Spicy Burrito,Burritos,200
M1020,R224,Cheese Dip,Sides,120
M1021,R225,Farmhouse Pizza,Pizza,340
M1022,R225,Veg Supreme Pizza,Pizza,390
M1023,R225,Farmhouse Pizza,Pizza,420
M1024,R225,Mac and Cheese,Pasta,320
M1025,R225,Pesto Pasta,Pasta,320
M1026,R226,Veg Tacos,Tacos,400
M1027,R226,Chicken Tacos,Tacos,260
M1028,R226,Chicken Tacos,Tacos,260
M1029,R226,Cheese Dip,Sides,100
M1030,R226,Garlic Bread,Sides,100
M1031,R227,Paneer Tikka,Starters,210
M1032,R227,Paneer Tikka,Starters,240
M1033,R227,Roti,Breads,290
M1034,R227,Chicken Tikka Masala,Main Course,270
M1035,R227,Chilli Potato,Starters,130
M1036,R228,Iced Tea,Beverages,130
M1037,R228,Ice Cream,Desserts,140
M1038,R228,Lemonade,Beverages,110
M1039,R228,Cold Coffee,Beverages,240
M1040,R228,Vanilla Cake,Cakes,350
M1041,R228,Cold Coffee,Beverages,120
M1042,R228,Cold Coffee,Beverages,160
M1043,R229,Naan,Breads,170
M1044,R229,Garlic Naan,Breads,330
M1045,R229,Paratha,Breads,260
M1046,R229,Dal Makhani,Main Course,310
M1047,R229,Paratha,Breads,310
M1048,R229,Spring Rolls,Starters,210
M1049,R229,Naan,Breads,390
M1050,R229,Nachos,Starters,140
M1051,R230,Nachos,Starters,250
M1052,R230,Alfredo Pasta,Pasta,370
M1053,R230,Margherita Pizza,Pizza,410
M1054,R230,Nachos,Starters,90
M1055,R230,Cheese Burst,Pizza,290
M1056,R230,Lasagna,Pasta,320
M1057,R231,Cold Coffee,Beverages,210
M1058,R231,Cheese Dip,Sides,210
M1059,R231,Potato Wedges,Sides,140
M1060,R231,Double Patty Burger,Burger,280
M1061,R231,Cheese Dip,Sides,90
M1062,R231,French Fries,Sides,90
M1063,R232,Mango Shake,Beverages,180
M1064,R232,Iced Tea,Beverages,140
M1065,R232,Veggie Burger,Burger,320
M1066,R232,Lemonade,Beverages,220
M1067,R232,Cold Coffee,Beverages,200
M1068,R232,Veggie Burger,Burger,260
M1069,R232,Mojito,Beverages,80
M1070,R233,Aloo Paratha,Breakfast,110
M1071,R233,Grilled Fish,Main Course,290
M1072,R233,Cold Coffee,Beverages,150
M1073,R233,Paneer Butter Masala,Main Course,240
M1074,R233,Iced Tea,Beverages,210
M1075,R234,Chicken Burger,Burger,260
M1076,R234,Crispy Burger,Burger,390
M1077,R234,Chicken Burger,Burger,250
M1078,R234,Iced Tea,Beverages,240
M1079,R234,Cheese Dip,Sides,190
M1080,R235,Roti,Breads,150
M1081,R235,Spring Rolls,Starters,140
M1082,R235,Paratha,Breads,180
M1083,R235,Naan,Breads,320
M1084,R235,Kulcha,Breads,210
M1085,R235,Mutton Curry,Main Course,300
M1086,R235,Spring Rolls,Starters,220
M1087,R236,Chicken Wings,Starters,100
M1088,R236,Manchow Rice,Rice,280
M1089,R236,Chilli Garlic Noodles,Noodles,160
M1090,R236,Nachos,Starters,170
M1091,R236,Hakka Noodles,Noodles,320
M1092,R237,Cheese Dip,Sides,80
M1093,R237,Garlic Bread,Sides,200
M1094,R237,French Fries,Sides,90
M1095,R237,Lemonade,Beverages,210
M1096,R238,Aloo Paratha,Breakfast,120
M1097,R238,Mutton Curry,Main Course,510
M1098,R238,Paneer Butter Masala,Main Course,240
M1099,R238,Poha,Breakfast,200
M1100,R238,Upma,Breakfast,90
M1101,R238,Mutton Curry,Main Course,340
M1102,R239,Lasagna,Pasta,380
M1103,R239,Veg Supreme Pizza,Pizza,500
M1104,R239,Spring Rolls,Starters,230
M1105,R239,Spring Rolls,Starters,240
M1106,R239,Chicken Wings,Starters,110
M1107,R239,Paneer Tikka,Starters,130
M1108,R239,Pesto Pasta,Pasta,210
M1109,R240,Chicken Tikka Masala,Main Course,480
M1110,R240,Paneer Butter Masala,Main Course,390
M1111,R240,Greek Salad,Salads,240
M1112,R240,Grilled Fish,Main Course,390
M1113,R240,Chicken Tikka Masala,Main Course,230
M1114,R240,Paneer Butter Masala,Main Course,260
M1115,R241,Chilli Garlic Noodles,Noodles,180
M1116,R241,Schezwan Noodles,Noodles,180
M1117,R241,Pan Fried Noodles,Noodles,330
M1118,R241,Hakka Noodles,Noodles,180
M1119,R242,Green Tossed Salad,Salads,350
M1120,R242,Nachos,Starters,230
M1121,R242,Nachos,Starters,130
M1122,R242,Chicken Tikka Masala,Main Course,600
M1123,R243,Kulcha,Breads,280
M1124,R243,Paneer Butter Masala,Main Course,540
M1125,R243,Nachos,Starters,200
M1126,R243,Paratha,Breads,180
M1127,R243,Naan,Breads,260
M1128,R243,Paneer Butter Masala,Main Course,570
M1129,R243,Naan,Breads,380
M1130,R244,Lasagna,Pasta,360
M1131,R244,Pepperoni Pizza,Pizza,590
M1132,R244,Cheese Burst,Pizza,450
M1133,R244,Alfredo Pasta,Pasta,320
M1134,R244,Cheese Burst,Pizza,270
M1135,R245,Chilli Potato,Starters,110
M1136,R245,Chilli Potato,Starters,130
M1137,R245,Chicken Tikka Masala,Main Course,240
M1138,R245,Greek Salad,Salads,170
M1139,R245,Mutton Curry,Main Course,400
M1140,R245,Green Tossed Salad,Salads,310
M1141,R246,Cheese Burrito,Burritos,170
M1142,R246,Spicy Burrito,Burritos,180
M1143,R246,Cheese Dip,Sides,90
M1144,R246,Cheese Burrito,Burritos,370
M1145,R247,Crispy Burger,Burger,170
M1146,R247,Crispy Burger,Burger,370
M1147,R247,Potato Wedges,Sides,180
M1148,R247,Lemonade,Beverages,200
M1149,R247,Mojito,Beverages,130
M1150,R247,Lemonade,Beverages,140
M1151,R247,French Fries,Sides,200
M1152,R248,Paneer Butter Masala,Main Course,420
M1153,R248,Dal Makhani,Main Course,530
M1154,R248,Grilled Fish,Main Course,200
M1155,R248,Tiramisu,Desserts,90
M1156,R249,Cold Coffee,Beverages,240
M1157,R249,Fruit Cake,Cakes,280
M1158,R249,Vanilla Cake,Cakes,210
M1159,R249,Black Forest,Cakes,260
M1160,R249,Vanilla Cake,Cakes,290
M1161,R250,Double Patty Burger,Burger,240
M1162,R250,Lemonade,Beverages,240
M1163,R250,Double Patty Burger,Burger,320
M1164,R250,Cheese Dip,Sides,200
M1165,R250,Mojito,Beverages,160
